index,query_request,intent
2538,"176 ellisdale road, allentown, nj 08501",Account Related
2539,"The phone number associated with my account is 631-255-4010. My address is 393 N 5th St, Lindenhurst New York 11757  and I have paid my first 3 bills on time or early. I was told Iâ¿¿d get it after I paid my 3rd bill and my account was in good standing. T",Billing
2540,I think the connection just went. When i was preparing to change my modern i saw the light going in and out.,Internet
2541,Basic Security Tips for Optimum WiFi,Internet
2542,"Just because you guys doesn't know how to keep customers, I will switch to FIOS",Sales
2543,"Where thereâ¿¿s always something good on.  Add Showtime Â®, Showtime On DemandÂ®  and Showtime AnytimeÂ®. Just $10.99 a mo.",Billing
2544,About Altice Fiber,Sales
2545,i'm comparing the service to see what my most cost effective option is,Sales
2546,"@OptimumHelp I'm trying to create my optimum ID. I have all of the information to do it, but the website keeps denying me saying ""This must be done on your home network"" when I am in fact on my home network",Internet
2547,Iâ¿¿ve spoken at length with Optimum customer service and while they said they would email me and look into this I never received an email or proof that this will be done. I would like you to remove this amount from my account contact me when it is comple,Billing
2548,"NETWORK ENHANCEMENT FEE??? 

No one is interested in paying this. Customers want the basic service they signed up for without the extra costs you are forcing on them with no improved service as a result.

Optimum does not have CONSENT for these charges from",Billing
2549,It's been over 3 1/2 that I have been waiting for a call back. Yesterday I waited over an hour to be transferred and was never connected to support.,Internet
2550,"The account was disconnected two days ago, are you still seeing it as connected?",Billing
2551,"For three weeks, no technician has replaced the burnt out modem at the building. I havenâ¿¿t had Wi-Fi service from day 1.",Internet
2552,My phone line is dead.,Phone
2553,need information on new service,Sales
2554,"It was at like 5pm, I called from the phone number I provided for the account and it was a male sales rep. I started the conversation explaining that I wanted to speak to the highest possible supervisor I could because I had been through the ringer. This",Billing
2555,"Hi, i https://t.co/KQmsRD3tdO to transfer existing service to my new house",Billing
2556,I'm not sure if optimum is available in my area - 616 6th Ave Brooklyn 11215,Sales
2557,I've rebooted my modem just now and it's still happening,Internet
2558,I want cancel my appointment for tomorrow,Appointment Related
2559,347-481-6121,Account Related
2560,516-602-9020,Account Related
2561,Friday 1.25.19-3 hour outage. Explanation for that?,Internet
2562,"Hi, I would like an update on my issue",Billing
2563,I have received two phone calls confirming my appointment for today and two emails and I just missed A call and got a voicemail telling me to call and schedule my appointment for tomorrow I was promised an appointment today when I called the automated sys,Appointment Related
2564,@OptimumHelp whatâ¿¿s the link to check modem speed?,Internet
2565,"Get Altice One with over 220 channels, 200 Mbps Internet and a $100 American Express gift card for just $64.99 mo./1st yr.",Billing
2566,Still wrong,Billing
2567,@OptimumHelp internet not working again. 2x in 2 months. They fixed last one due to leakage.  Why are there issues every month?,Internet
2568,"Well, its 8:44 and my channels are gone again.  I guess I have to re-boot again!!",Video
2569,Yes to an appointment,Appointment Related
2570,"hi, i am receiving a message saying ""unable to play the video (vid 364) please try again later"" on a show i recorded on my dvr ever since last night. i am getting this message on all cable boxes. is there any way this can be fixed??",Video
2571,Iâ¿¿m having issues with the internet in green brook and I have been on the phone for an hour.,Internet
2572,What is the status with this unacceptable continued lack of service?,Internet
2573,I spoke with other people and they did not get charged when the system did not work why am I,Billing
2574,"My horror story keep on going, I was moving but the place I supposed to moved fall out that was before new year. I canceled the moved a couple of days before my moving date, they disconnected my service on New Years Eve I had to speak to half dozen superv",Internet
2575,I got a new router. WiFi STILL is not working.,Internet
2576,07858-969862-03-4.   516-698-8480. MirkinD,Billing
2577,Hi. I've been having one hell of a time with ya'll today. And i'm hoping maybe speaking to you through DM will get me where i would like to be,Billing
2578,Hello the WiFi in my house canâ¿¿t connect to the internet I am trying to play my ps4 i restarted router/modem multiple times and there is a red light on top of the internet symbol,Internet
2579,hello do you have a local bsacic tv plan?,Sales
2580,"What is ""a good amount of time""? A few hours? A few days? I work from home and basically can't work without internet so this is really inconvenient.",Internet
2581,McLaughlin and Mclaughlin_5g,Internet
2582,@OptimumHelp I need help and Iâ¿¿m getting nowhere. I have zero service and Iâ¿¿d love for a tech to come fix it. Calling in did NOTHING!,Appointment Related
2583,No internet or phone,Internet
2584,"I'm not returning a modem I bought on amazon? I already did that with thr other one, as u mentioned",Internet
2585,I am showing a cuc message on my box.  How do I get my cable working,Video
2586,Hello I was interested in switching to your internet services and made an appointment for today but was. Having trouble with getting the information needed for the contract buy out,Sales
2587,@Ask_Spectrum @RobertJohnDavi Optimum just jumped on my 78 year old mother too for no reason by 50 dollars. I am calling them for her tomorrow or we are switching providers for her.,Billing
2588,Only call I received was from 347 810 8000,Billing
2589,I thought it was free installation if I order online,Sales
2590,What is the format for the phone number. It's not taking it,Sales
2591,So if batteries need changing have to go thru this every fâ¿¿ing time?  Something wrong with this setup,Video
2592,And Iâ¿¿ve tried restarting the modem and router,Internet
2593,Iâ¿¿m simply asking for a credit for the ongoing bad service,Billing
2594,When will the internet be back up?  Itâ¿¿s been down all day @OptimumHelp,Internet
2595,FOX is not working! I want to watch RENT live!!,Video
2596,@OptimumHelp can someone help me get @constantcontact IPs white listed for your email service? My company has hundreds of members with optonline emails and they are unable to get emails from us through one of the largest marketing email platforms.,Internet
2597,"Promotional offers from Optimum? Everytime I look into their offers, i get an email saying Optimum is not available in my area.. Irvington 07111",Sales
2598,This has been going on for 2 hours. I called billing before you responded to my tweet. They were no help either.,Billing
2599,"Hello, having various on and off connection issues.



First yesterday modem would not connect all morning, today keeps telling me the cables for my modem and router are not plugged in correctly when they havenâ¿¿t been touched. 



Cameron

Account #: 07775-3",Internet
2600,@OptimumHelp hello I'm having a issue with my internet connection anyway to solve my issue,Internet
2601,Yes please send me the breakdown because I cannot find it on the website,Billing
2602,â¿ªReally? FOX is broadcasting Rent live and youâ¿¿re having broadcasting issues? â¿¬Fix it!!!,Video
2603,Just dropped service again â¿¿please check your internet connection and try againâ¿ constantly happens to me. I pay for the 300bps and you would never know it,Internet
2604,"Hello, I was looking at the Internet 300mbps option, at this moment what's the regular cost for that option",Sales
2605,I either want one hell of a â¿¿im sorryâ¿ deal or i want the direct line to canceling my subscription. Iâ¿¿m sick of your service and your customer service never doing anything to fix it,Account Related
2606,@OptimumHelp hi I need some help with my internet speeds. I pay for 300 mb speeds and I lucky if I get 2 mb. I tried calling customer service. And after being forced to do the automated junk it just hung up on me,Internet
2607,home phone not working,Phone
2608,call forwarding for my business phone,Phone
2609,Optimum Voice: Troubleshooting,Phone
2610,@OptimumHelp I could see if there was real or actual work conducted but to simply allege that you pushed in an SD card (which does not have anything to do with DVR outages) is a real sly way for Optimum to take advantage of their paying customers.,Billing
2611,Hi @OptimumHelp what is the easiest way to transfer my optimum account to a new tenant?,Account Related
2612,Quick question that I forgot to ask will I get charged for the technician appointment,Appointment Related
2613,"Hi good afternoon, I have services connected at my location, but Im moving out of the house. My ex husband  is going to stay in the apt and would like to set up services and keep the same phone number, can that change happen",Sales
2614,Why do you constantly throttle my speeds to 70-80mbps when I'm paying for 200mbps? How about a discount since I'm not receiving the full amount of what I'm paying for?,Internet
2615,payment did not go through,Sales
2616,"Hi Mk 

This information regarding the gift card was not made clear to me when I first signed up.

I also spoke to 2 different agents 1 in January another in February through optimum chat where they assured me my gift card was in the mail making its way to",Billing
2617,scheduled appointment is from 10am to 8pm. So should I call customer service if they donâ¿¿t show up today,Appointment Related
2618,You already took the equipment from the house it was in,Billing
2619,Hello im having tv problem can someone help me please,Video
2620,Optimum Voice: Call Waiting,Phone
2621,Optimum Channel,Video
2622,Hi  I'm interested in the internet 200/phone bundle for $54.99.  Is that an introductory rate?  if so what does the cost go up to?,Sales
2623,@OptimumHelp when will brooklyn service be restored.... THIS TIME!?!? @optimum worst service in Brooklyn. Only service in brooklyn. #arentmonopoliesillegal!? #monopoly #antitrust,Internet
2624,Top two lights on modem solid. Third light is flashing,Internet
2625,"
Mohammed Waris

21 Westwood Avenue Floor 2

Stony Brook, NY

ACC #: 07840-752813-01-9",Account Related
2626,Optimum Voice International Pre-Paid Per-Minute Calling,Phone
2627,Internet that moves at the speed of your small business. Get 150 Mbps Internet for $45/mo. when bundled.,Billing
2628,what is monthly total including taxes and fees on premier tv-internet 200 and phone,Sales
2629,I donâ¿¿t have time to do this currently. And I find this a ridiculous way to communicate about my account. I donâ¿¿t understand how you guys charge so much for a service that doesnâ¿¿t work right and then charge extra to have a human being come out to fi,Internet
2630,They fought with me over the phone,Billing
2631,"@optimum I signed up for cable in November and was supposed to receive a gift card. I was just told that since I ADDED a service, I am no longer eligible!!!! WTF is that?!?!?

Should have stayed with direct TV",Account Related
2632,Is there any way to close the service and reopen it to get the other promotion back,Billing
2633,@OptimumHelp @judybernstein @Altice @RENTonFOX Will it also be available on demand?,Video
2634,Isnâ¿¿t this a direct message?,Internet
2635,I would like to set up service for 19 tern drive montauk ny,Sales
2636,"My acct#  is 07858-606615-01-9, thanks",Video
2637,Optimum App on Laptop: Manage DVR Recordings,Video
2638,@OptimumHelp just rented Annie 2014. It's lagging and breaking up. Got a bunch of kids here watching. Any idea how to fix?,Video
2639,"Not happy about this, but I'd like to schedule appointment on saturday March 9 in the 11am to 2pm time slot.",Appointment Related
2640,WiFi out in 11218? Will I be credited?,billing
2641,Okay sure do! Thankyou!,Internet
2642,"Me: paying for 200 download speed

Optimum: hereâ¿¿s 70",Internet
2643,can i see who called my phone previously that day,Phone
2644,Optimum App on Laptop - User Locked Out of Application (Error Code 2),Video
2645,"@OptimumHelp

 No phone/cable/internet since 11:00 am EAT (Bridgeport CT 06606). Beyond frustrated with sub par customer service. Can't come until Tuesday??? I work from home AND have a child on the spectrum, making internet IMPERATIVE!!! So frustrated.",Video
2646,"Look good thx. Last question, I was promised a 100 dollar grift card upon signing up with Optimum. How do I obtain my gift card? Thanks for your help.",Billing
2647,Tuesday 2-5 please,Appointment Related
2648,"Hey @OptimumHelp, I've been having a lot of trouble with long waits for webpages to load (it's a DNS issue), in which I tried swapping to a different DNS server from auto but I'm still having issues. I was wondering if there can be a better long-term solu",Internet
2649,"He clearly told me it is NOT a promotion, itâ¿¿s a REGULAR offer, because I would definitely not take another promotion, since my plan was to keep internet only. Not sure how we can fix this without involving other parties in this case, Iâ¿¿ll request a p",Billing
2650,"@OptimumHelp Jack Gelin,  1662 E 24 St,  Brooklyn,  NY 11229 - 718-377-0795.  Two weeks ago we switched to Altice 1.  We had some problems,  that we switched back to legacy.  After the switch the multi room dvr stopped working.  I been on the phone and ch",Video
2651,cant set up voice mail or access phone account,Phone
2652,Acct # 07836- 353244-01-8,Video
2653,Hi. My bill is up to date but for the last 2 days I've had no internet.,Billing
2654,Is it ever going to happen?,Internet
2655,What is this Network Enhancement Fee? I don't like Optimum just keep tagging in fees whenever you like it.,Billing
2656,@OptimumHelp @CNN @ABC7 @NBCNewYork Just placed an order for Verizon and will be canceling Optimum as soon as offices open on Monday since the only way to cancel is over the phone. This all-day outage with terrible messaging is the final straw after spott,Internet
2657,Why is my speed test coming out very bad in the evenings?,Internet
2658,phone is not working properly,Phone
2659,@optimum Hey Optimum! What are you doing to help your customers that are federal workers who can't make their payments because of the shutdown? Because my husband called and asked for an extension and he was told his account is going to collection.,Billing
2660,"I just ordered a basic internet package and scheduled instillation for the morning of  Friday April 5,",Sales
2661,My house has no internet at all is that part of issue cause if not I want days credit cause been out all day,Internet
2662,@OptimumHelp trying to get some #CustomerService but all I hear is everyoneâ¿¿s conversation in the background. I think the woman hung up on me after 20 minutes!  Was told it was an issue you were having. I pay for @Showtime but canâ¿¿t get it on demand,Video
2663,"@OptimumHelp Hi I have been trying to use online chat for billing help...it is not working now for 3 days, what is going on? I need help",Billing
2664,57 e Centre st apt 2113 Nutley nj 07110,Video
2665,"my mom called optimum cause the internet box stopped working, and still waiting for a tech to show up itâ¿¿s almost 5pm",Appointment Related
2666,hi Matt i am an optimum customer now and it looks like what you are offering now is much cheaper i pay almost twice what is offered right now..,Sales
2667,"Hello, my bill recently increased and I want to know if there are any promotions that you can enroll me in to reduce my bill.",Billing
2668,"I have no dial tone on phone, can't call to fix",Phone
2669,And isnâ¿¿t your whole thing some thing along the lines â¿¿we donâ¿¿t have contractsâ¿ so a service fee seems a bit absurd.,Billing
2670,@optimum @MSGNetworks @TheGarden @nyknicks Iâ¿¿m not getting the islanders game on channel 206. Just a blank screen,Video
2671,"I saw an ad for 4k content, what equipment (other than a 4k TV) are required to view 4k content from Optimum?",Video
2672,I spent three hours on the phone today and itâ¿¿s still not done,Phone
2673,In this building,Internet
2674,"So we were just watching the new Loud Hose episode and towards the end (Right after Stella says ""That stuff doesn't make you boring."") Optimum decided to put on a Starz commercial. Can someone get us a clip of the end of the episode?",Video
2675,I'm curious to know what your appointment windows are for wifi installation,Sales
2676,It is connected again. Thank you got your help!,Internet
2677,CableCARD Troubleshooting: Missing Channels,Video
2678,"I donâ¿¿t understand your question but before you explain, is there any way to troubleshoot the tv issue?",Video
2679,Get our best deal ever - 150 Mbps for only $30/mo. when bundled. Plus no contract and a free smart router.,Billing
2680,"Hello, I had optimum internet installed on Saturday and ever since yesterday the internet has been on and off. Mostly off. Today it hasnâ¿¿t worked all. Iâ¿¿ve reset the modem and router several times. And Iâ¿¿ve made sure all the cables were tightened an",Internet
2681,how much is wifi speed 100 per month,Sales
2682,I donâ¿¿t have any optimum info anymore. Shredded it all when I closed account back in November.,Billing
2683,"FOR THE PAST WK NOTHING BUT ISSUES WITH CABLE BACK TO BACK, OUTAGES OR PART OF SERVICE NOT WRKN",Billing
2684,Using Your Bank's Online Bill Payment Option,Billing
2685,"The â¿¿onlineâ¿ is flashing green, then it goes dark",Internet
2686,Am I back online?,Internet
2687,Okay what router would you recommend for that.,Internet
2688,And when is a technician available to come,Appointment Related
2689,Phone rings once/does not connect. VM set 4 rings. ,Phone
2690,"my cable package promo ends tomorrow and i want to know what changes, if any, will occur?",Billing
2691,@OptimumHelp again my dvr is having an issue saying to try again later í ¿í¹¿í ¿í¹¿í ¿í¹¿ itâ¿¿s getting really old every other day this happens OBV-055 #alticeonesucks,Video
2692,Get our best deal ever - 150 Mbps for only $30/mo. when bundled. Plus no contract and a free smart router.,Billing
2693,@OptimumHelp why does your optimum app for iOS and Android not working properly anymore? Are you no longer supporting it to force us to rent more boxes????,Internet
2694,"Name: Amir Hassan

Address: 2709 Ocean Ave, Apt F7, Brooklyn NY 11229

Phone Number: 347-713-1138 https://t.co/qcN0IpDaJZ",Account Related
2695,"HI, CAN DELIVERY BE MADE BY SATURDAY",Sales
2696,I can also self install which is free for me to do instead of paying a tech fee and internet bill in advance,Billing
2697,"You guys never showed up to the appointment on Sunday, and today's 2-5 appointment was also not cancelled .  I am quitting your service",Appointment Related
2698,I told you I am trying to move 732-970-6945 from Petra Drive,Phone
2699,"Ok thank you ! My next question is for the three days that I havenâ¿¿t had any service, do I receive any type of credit towards my billing ?",Billing
2700,Internet service is still down since the morning. When will it be fixed for 11213?,Internet
2701,So my router crapped out.  Now i have no internet and tv until Saturday. Thanks @optimum,Internet
2702,@optimum your customer service department said any Arris or Netgear modem I bought above 400mbps would suffice for the 300 service. Now my installer canâ¿¿t get HQ to lock in the modem during install. Tech department was so quick to hang up before telling,Internet
2703,Disconnecting my service 2 weeks into a new billing cycle and I'm still being charged for the entire month of service. Not sure how this company gets away with keeping money for services not used. ð¿¿¡,Billing
2704,Where is the list of modems I can use for internet and phone. I activated  my second modem and it doesnâ¿¿t t work for phone service. I am told to check your website and cannot find the list of modems that work with optimum. Please help! Thank you.,Internet
2705,"@OptimumHelp Can I go back to the Samsung box and a separate modem like in my old residence? This new altice system is so much worse. DVR controls are so slow, menu setup is horrible, and the remote is stupid without a guide button. Have to click the alti",Video
2706,"AS 2019 OPTIMUM RAISED MY BILL ABOUT  30%,  30 FUCKING % THESE CROOKS  DO WHAT EVER THEY FEEL LIKE AMD THE FUCKING FCC DOES NOT A FUCKING THING,  WHAT THE HELL DO WE NEED GOVERNMENT AGENCIES LIKE THIS, AND PEOPLE BITCH AND COMPLAIN ABOUT A BOARDER WALL",Billing
2707,"Hey, Iâ¿¿m getting a website error when logging in to my account. Iâ¿¿ve tried several different devices and got one alert that said to notify the website operator. I think youâ¿¿re having some kind of security issue. Thanks!",Account Related
2708,Well when we first called for the appointment which my husband stayed home from work for they did not mention any fees.  Then when it was 2 hrs past the scheduled time they said they did it remotely.  THey told us there was no charge to change over the on,Appointment Related
2709,"ok, looks fine now, but if its possible to check into it, that'd be great. the tech who came by swapped my modem and felt confident that was the issue. hope this issue doesnt become a recurring problem again",Internet
2710,Optimum Voice: Transfer My Telephone Number to Optimum Voice,Phone
2711,"Hi, can you look up my account by my telephone number?  I canâ¿¿t get online to look up my account number",Internet
2712,Do we get credit on our bill for the issues,Billing
2713,We have rebooted multiple times. We checked the internet connection direct with a laptop at the modem and there was no connectivity.,Internet
2714,"594 st marks avenue, brooklyn ny 11216",Account Related
2715,"@OptimumHelp Hi, folks... any updates on when internet service will be restored in #Fairfield?",Internet
2716,"I am a non-profit organization that owns a single-family home.  If I purchase optimum for the home, am I a residential customer or a business customer?",Sales
2717,Thanks! The optimum ID Iâ¿¿m using is alys1993,Internet
2718,When I scan to see networks mine doesnâ¿¿t even show up,Internet
2719,I spoke to Charity last night who confirmed this outage has been going on for 2 weeks! how is that quickly?,Video
2720,DVR for Optimum TV: Recording Issues (Scientific Atlanta 8300 Cable Boxes),Video
2721,"It would be great if channel 10, NBC in the Hamilton/Trenton, NJ did not scrabble pixels.  This has been a problem for years and your companyâ¿¿s answer is replace the box with every complaint. For the money we all pay, the channels should be crystal clea",Video
2722,Yep I figured this would be your answer. Even though itâ¿¿s not my wiring itâ¿¿s yours that was used when the system was installed. But I guess you really need my $80. Absolutely unbelievable.,Billing
2723,I keep getting told I have to wait for it to get deleted from the system,Appointment Related
2724,"So again no cable no internet no phone, call again, send out another tech",Internet
2725,@dammit2h3ll @optimum Dude I just checked all my gateways and I'm receiving 0 packet loss. WTF IS GOING ON,Internet
2726,Yes.  Please let me know when itâ¿¿s back up.  Itâ¿¿s been down since last night.  Zero internet,Internet
2727,Just to let@you know it has been 24 hours. This is ALL lip service. Do I need to speak to your corporate or legal or file a lawsuit to get your attention.,Internet
2728,Combo unit. ARRIS SURFboard SBG6900AC,Internet
2729,Protecting Your Privacy,Account Related
2730,"If you â¿ï¿ the New York Knicks then youâ¿¿re not going to want to miss this! From 2/1 - 2/15 Optimum subscribers have a chance to enter the MSG Networks Play The Garden Sweepstakes. One winner and three friends get a shootaround in The Garden, a meet &",Billing
2731,@OptimumHelp Request a credit still does not work for the outage in Brooklyn yesterday. Als my internet speeds are 2 mbps download and 4 mbps upload now. The plan I'm paying for is 300 mbps. What gives?,Billing
2732,@optimum whatâ¿¿s going on with fox 5 network???,Video
2733,"what is the difference between optimum 300, 400 etc",Sales
2734,can you cancel my old provider and connect me with optimum ?,Sales
2735,The most Iâ¿¿ve seen today is 126 down and that was right next to the router on 5g https://t.co/SbnBnK3f5O,Internet
2736,So how can I get on the bill both names,Billing
2737,Its really upsetting when a corporate monolith like Optimum has no care or understanding for their customers.,Billing
2738,Iâ€™m interested in the package that has 200 mpbs and three premium channels (with HBO). Would I be sharing my mpbs with others in my building or is it my own box?,Sales
2739,"if I want to keep my phone number, how long does the installation take, and if I want to do it later, do I get a new number and then it gets changed back ?",Sales
2740,"It had been a while since @optimum pissed me off, so I knew it was coming soon. Sure enough, got my bill today and Iâ¿¿m now being charged an additional $2.50 for a â¿¿network enhancement feeâ¿ .... r u fucking serious guys",Billing
2741,@OptimumHelp  internet is down and you guys have shut off customer service!!!! So frustrating.,Internet
2742,Power is green but ds is yellow,Internet
2743,We are having emails that have https://t.co/Oa8ITW5Jki email addresses to our patients bounce from infusionsoft. Is there any way you can help me understand why?,Internet
2744,"The way you treat your longtime customers is horrible, I am moving and I called Optimum to close my account, I called on February 6  to close my account  and my billing doesn't end till February 28 and I had to pay the whole month even though I stopped us",Billing
2745,i need to install date to be in june,Sales
2746,What is the time again?,Appointment Related
2747,"I never connect my phone to the WiFi because if I do the internet on my phone does not work. So yes, I am confirming that.",Internet
2748,Buyer beware - This is quite possibly the worst service provider that I have ever come across.  Decided to give them a change and moved from Verizon.  Their installer came in and literally hung a mode off of my demarc.  Then handed me 4 cable cards and to,Video
2749,What is my phone number,Phone
2750,Seems to work a little better. I'll try it out later. Thanks.,Video
2751,@OptimumHelp internet is down again.....,Internet
2752,"Checking on status of check from Optimum for my early termination fee incurred when I switched over from FIOS.  I sent for the second time the requested documents on  December 26th. Cablevision account # is

07840-125162-02-7,  My phone number is 631-265-0",Billing
2753,Optimum Email: Notification for New Emails and Appointment Invitations,Internet
2754,I was able to reset my password AGAIN in a different browser,Account Related
2755,I signed up for paperless billing last year,Billing
2756,Hello can somebody help me? Just received my bill and I am absolutely flabbergasted regarding what I am looking at right now. Your customer service is closed and I am not waiting until tomorrow. Thanks. Please reply.,Billing
2757,@OptimumHelp is waste of time. As usual big corporations are taking advantage of customer when their untrained workers give out incorrect information. #optimum is out to rip you off.,Billing
2758,Altice One: Favorite Channels,Video
2759,"Everything works until I hit the my account button, then it just goes blank. I tried a second time and now it goes blank as soon as I try hitting settings. And yes, the DVR is the only other option not working.",Video
2760,Does this package include all sports channels (Soccer),Sales
2761,We subscribe to the Premier South Asian Package,Billing
2762,How do I schedule intallation?,Sales
2763,"I tried restarting the modem and it worked earlier, but the internet has since gone out and come back a few different times. Right now https://t.co/8Yhb0TG4ld reports 5mbps",Internet
2764,"Account Information



Name

CHRISTIN HURTUBISE

2039 Continental Av Apt 2

Bronx, NY 10461-3952



Account number 

07837-010390-09 



Phone: 917.485.4816",Account Related
2765,"Optimum Voice: Quick Dial Numbers (211, 311, 411, 511, 611, 711, 811, 911)",Phone
2766,I would like to know how much the package is after one year and is there a contract? ty,Sales
2767,"Address is 9 Butternut Dr, New City NY 10956",Account Related
2768,"With Stingray Music, you get access to a new celebrity curated playlist each month. Thatâ¿¿s music handpicked by your favorite artists. This month, enjoy Mumford and Sonsâ¿¿ favorite tunes on channel 873.",Billing
2769,"Hey, I just paid. Is my install date still 4/5?",Sales
2770,"Hello! Just curious as to whether there has been some sort of outage in the Stamford, CT area? Our tv and internet has been down since this morning.",Internet
2771,I'm going to Verizon,Internet
2772,Hello.  My one pleasure in life is watching heroes and icons channel 140 every night.  Where is it???  I tried chatting on your app. No one knows anything. Help!,Video
2773,I dont think you understand. We have been calling about this problem since Thursday.  We cannot wait till next monday. What happened to Thursday? You told us last night that Thursday you could be here and that's an entire week after this problem began. Yo,Appointment Related
2774,@optimum I'm having intermittent connection problems for a few weeks and your technical support has been unable to help me resolve this issue. I'm considering finding another internet provider.,Internet
2775,Switch my tv service,Sales
2776,Optimum App on Laptop: Audio Issues,Video
2777,I sent myself an email from another account and did not receive it or an error message,Internet
2778,"First of all, I work so cannot be home on a weekday. Please provide  appt availability on a weekend day. 

Second, the modem is brand new (from optimum last year) and the router is brand new as well (these same issues have been going on for years with the",Appointment Related
2779,I do not understand why this has gone terrible over the months as I havnt had issues before. I am thinking about switching and believe that will be the best option.,Internet
2780,@OptimumHelp I was on hold for 1 hour & got hung up on trying to figure out why my bill went up $40!!! HELP!,Billing
2781,"If you weren't the only provider currently in my area, I would switch. Considering Brooklyn is becoming more gentrified by the minute, I don't doubt this is only a matter of time. If you would like to keep loyal and paying customers in this area, I sugges",Billing
2782,@OptimumHelp The mini does not blink holding the WPS but it is a blinking on the main box,Video
2783,@OptimumHelp 516 655 0893,Video
2784,Hahaha how much more is it for an extra 5Mbps ?,Account Related
2785,"Hello,  I recently had Altice One installed.  I received my final bill from FIOS with the cancellation fee.  How do I get credit from Altice One for that fee?",Sales
2786,"My husband and I are so disappointed and angry with Optimum.  We called last week to switch over to Altice One and scheduled a technician to come out and install.   When the day came, my husband took the day off and the tech never showed up between the ti",Appointment Related
2787,New modem and phone is not working,Phone
2788,Hello?,Billing
2789,I check the coax cables they are all secured,Internet
2790,Friday. what time,Appointment Related
2791,@optimum @LFC @ManCity @NBCSports Why am I being charged for showtime when I was given it for free for 3 months on Tuesday? https://t.co/BgA9FLfQfP,Video
2792,"whelp, doesn't seem like it's worth it. Would it still be the same price even with the 822? What if they can't solve the issue?",Internet
2793,@OptimumHelp very slow internet. Can I swap out my unit for a new one?,Internet
2794,I am trying to watch a movie I paid for and it keeps shutting off,Video
2795,@optimum why do you claim that you were helping federal employees on your website but I called to have a simple $10 late fee removed and I was told no. So your claim to help those that were not paid for over a month is a straight out LIE.,Billing
2796,"I was promised tht my bill will be lowered to $101.99, I would remain on the same package I was currently under, I would be given an extension on my complimentary STARZ and showtime package for another year from the start of this new deal and also $150 cr",Billing
2797,Why do I need Altice One Mini on the additioanl TVs?,Sales
2798,"I have signed up for core tv, internet 400 and phone, it says total is 89.99 just want to make sure that is correct.  Also how much after 1 year?",Sales
2799,@TennisChannel @optimum THANK YOU!!!,Video
2800,"Hi! Account number is 07836-738161-03-5, Isaac Sharman, 2 Hinckley Place, Brooklyn NY",Billing
2801,I am having a billing problem that customer service is refusing to resolve. It took four appointments to get our cable installed. I am being charged for both a service repair and the installation. This is wrong.,Billing
2802,I was just looking into packages to see about switching over from Verizon,Sales
2803,I did today and no one could help me,Billing
2804,Rebooted the modem and router..same problem,Internet
2805,@optimum i'm furloughed because the government is shutdown no fault of my own.  NEVER MISSED A PAYMENT NEVER BEEN LATE IN THE LAST 10 YEARS.  BUT YOU WILL CUT MY INTERNET SERVICE IF I MISS 2 PAYMENTS.  THAT IS TOTAL BS.,Billing
2806,Thank you for your help. This is not the first time that this has happened and the router was working perfectly.,Internet
2807,Hello could you tell me what a Network Enhancement Fee is? This shows up on my bill this month - I was never notified of this fee and have no clue what its for?,Billing
2808,"Well I got someone who explained that my problem was coded incorrectly, they put me on hold for a while longer, then hung up",Internet
2809,"My phone # is 13477990049 and address is 1259 Dekalb Avenue Apt 1L Brooklyn, NY 11221 name is Marino Cabrera",Billing
2810,I am a current customer and want to know what i can do to get the spring promo for Altice !,Sales
2811,@OptimumHelp why is Fox not working?!,Video
2812,About Optimum WiFi Passpoint,Internet
2813,"Hello,



I have been having slow internet speeds (3 MBPS) at my apartment for a month now. Optimum technicians have come out three separate times to try and fix it, and the latest one, who came today, determined that the problem is not with our cable line",Appointment Related
2814,That is absolutely ridiculous that I should have to pay for a service that I am not receiving.,Billing
2815,@optimum I just received a $10 hike in My bill?,Billing
2816,Account: 07875-244420-11-3 I've rebooted modem and router multiple times. This is a problem within your network. Third time I've had this issue in the last week. https://t.co/L1IHhRkl8W,Internet
2817,Yea I rebooted but is still doing the same,Internet
2818,Can i return the equipment before that date,Billing
2819,"Here's my information. But, I am at my whit's end. I was already thinking of changing providers (hello Verizon Fios) before the price increase. You can't possibly think that people can afford $130 a month, let along $145. That's crazy. Anyway, my informat",Billing
2820,Optimum App for iPad: Set Favorite Channels,Video
2821,"Turned power off for 60 seconds. Cable box screen ""CUC"" up. Goes out and correct time is displayed. Still no picture.",Video
2822,"Maybe I could have worked this into my budget if @optimum had the decency to notify customers of price changes but every month its something new. And at this point, I'd rather go without any services than keep being bled for more money.",Billing
2823,@OptimumHelp It was on all cable boxes. It's back now after about 45 minutes to an hour. Same thing happened with comedy central a couple of weeks ago.,Video
2824,@OptimumHelp hey. I paid my bill and you didnâ¿¿t get it. I call to talk about it and all i get is 50 repeated questions and automatically sent to pay it again. Please help before i cancel. Not very happy with service anyways,Billing
2825,Ok can I use the app with this information?,Internet
2826,I called before 8pm. Trying to understand why my bill went up $10. They keep saying I was informed in January. The prices are getting out of control. ð¿¿¿ð¿¿¿ https://t.co/nNk7m20Mli,Billing
2827,Or are they coming out to look at what needs to be done? And then scheduling that to be done in God knows what timeframe? Despote the fact that we already know what needs to be done and have for the last 6 weeks in which ABSOLUTELY NOTHING HAS BEEN DONE!!,Appointment Related
